city,state,zip,latitude,longitude
"Chestnutridge","Missouri","65630","36.83463","-93.2204"
"Clever","Missouri","65631","37.00594","-93.4232"
"Conway","Missouri","65632","37.49961","-92.81612"
"Crane","Missouri","65633","36.89841","-93.5346"
"Cross Timbers","Missouri","65634","38.02355","-93.18827"
"Dadeville","Missouri","65635","37.53487","-93.71812"
"Dora","Missouri","65637","36.76964","-92.20371"
"Drury","Missouri","65638","36.84319","-92.32418"
"Dunnegan","Missouri","65640","37.69956","-93.57165"
"Eagle Rock","Missouri","65641","36.5481","-93.76198"
"Elkland","Missouri","65644","37.50999","-93.03625"
"Everton","Missouri","65646","37.33511","-93.7039"
"Exeter","Missouri","65647","36.68968","-94.00624"
"Fair Grove","Missouri","65648","37.40297","-93.15402"
"Fair Play","Missouri","65649","37.621","-93.61839"
"Flemington","Missouri","65650","37.81388","-93.44749"
"Fordland","Missouri","65652","37.14264","-92.94642"
"Forsyth","Missouri","65653","36.78118","-93.11631"
"Freistatt","Missouri","65654","37.02164","-93.8975"
"Gainesville","Missouri","65655","36.60262","-92.42379"
"Galena","Missouri","65656","36.79552","-93.46626"
"Garrison","Missouri","65657","36.83934","-93.01952"
"Golden","Missouri","65658","36.5426","-93.63984"
"Graff","Missouri","65660","37.32624","-92.26998"
"Greenfield","Missouri","65661","37.46095","-93.82722"
"Grovespring","Missouri","65662","37.43421","-92.5698"
"Half Way","Missouri","65663","37.62732","-93.24486"
"Halltown","Missouri","65664","37.19728","-93.61732"
"Hardenville","Missouri","65666","36.57829","-92.36065"
"Hartville","Missouri","65667","37.30574","-92.51435"
"Hermitage","Missouri","65668","37.9364","-93.29177"
"Highlandville","Missouri","65669","36.91339","-93.30137"
"Hollister","Missouri","65672","36.56446","-93.21351"
"Humansville","Missouri","65674","37.78872","-93.61018"
"Hurley","Missouri","65675","36.93101","-93.49245"
"Isabella","Missouri","65676","36.58187","-92.60531"
"Kirbyville","Missouri","65679","36.57738","-93.10407"
"Kissee Mills","Missouri","65680","36.64518","-92.98551"
"Lampe","Missouri","65681","36.55211","-93.46658"
"Lockwood","Missouri","65682","37.41722","-93.97293"
"Louisburg","Missouri","65685","37.75642","-93.1511"
"Kimberling City","Missouri","65686","36.62275","-93.43625"
"Brandsville","Missouri","65688","36.64928","-91.69328"
"Cabool","Missouri","65689","37.13665","-92.09794"
"Couch","Missouri","65690","36.5856","-91.26657"
"Koshkonong","Missouri","65692","36.61801","-91.65592"
"Macomb","Missouri","65702","37.05726","-92.488"
"Mansfield","Missouri","65704","37.12657","-92.58323"
"Marionville","Missouri","65705","37.02607","-93.60835"
"Marshfield","Missouri","65706","37.3224","-92.89421"
"Miller","Missouri","65707","37.22862","-93.84574"
"Monett","Missouri","65708","36.91048","-93.90899"
"Morrisville","Missouri","65710","37.48707","-93.42099"
"Mountain Grove","Missouri","65711","37.17355","-92.27747"
"Mount Vernon","Missouri","65712","37.10964","-93.80645"
"Niangua","Missouri","65713","37.40403","-92.73971"
"Nixa","Missouri","65714","37.03801","-93.31976"
"Noble","Missouri","65715","36.73192","-92.57631"
"Norwood","Missouri","65717","37.06017","-92.41472"
"Oldfield","Missouri","65720","36.95513","-92.95998"
"Ozark","Missouri","65721","36.9805","-93.21045"
"Phillipsburg","Missouri","65722","37.58694","-92.79967"
"Pierce City","Missouri","65723","36.95635","-94.04648"
"Pittsburg","Missouri","65724","37.83924","-93.31488"
"Pleasant Hope","Missouri","65725","37.42986","-93.27424"
"Point Lookout","Missouri","65726","36.61947","-93.2427"
"Polk","Missouri","65727","37.76266","-93.28889"
"Ponce De Leon","Missouri","65728","36.87712","-93.33533"
"Pontiac","Missouri","65729","36.53842","-92.55661"
"Powell","Missouri","65730","36.61549","-94.17001"
"Powersite","Missouri","65731","36.65458","-93.12222"
"Preston","Missouri","65732","37.93938","-93.16763"
"Protem","Missouri","65733","36.53157","-92.85077"
"Purdy","Missouri","65734","36.79841","-93.95233"
"Quincy","Missouri","65735","38.03728","-93.48391"
"Reeds Spring","Missouri","65737","36.7146","-93.35796"
"Republic","Missouri","65738","37.13503","-93.49424"
"Ridgedale","Missouri","65739","36.51925","-93.26864"
"Rockaway Beach","Missouri","65740","36.71288","-93.16169"
"Rockbridge","Missouri","65741","36.79545","-92.40127"
"Rogersville","Missouri","65742","37.12543","-93.08001"
"Rueter","Missouri","65744","36.62449","-92.89337"
"Seligman","Missouri","65745","36.52928","-93.97917"
"Seymour","Missouri","65746","37.14278","-92.78144"
"Shell Knob","Missouri","65747","36.60248","-93.57971"
"South Greenfield","Missouri","65752","37.32742","-93.83842"
"Sparta","Missouri","65753","36.9955","-93.05386"
"Spokane","Missouri","65754","36.85032","-93.29595"
"Squires","Missouri","65755","36.7996","-92.62858"
"Stotts City","Missouri","65756","37.0981","-93.96315"
"Strafford","Missouri","65757","37.2838","-93.09861"
"Taneyville","Missouri","65759","36.75762","-93.03167"
"Tecumseh","Missouri","65760","36.62236","-92.27943"
"Theodosia","Missouri","65761","36.56974","-92.72561"
"Thornfield","Missouri","65762","36.68613","-92.65634"
"Tunas","Missouri","65764","37.82189","-92.95682"
"Udall","Missouri","65766","36.53933","-92.25948"
"Urbana","Missouri","65767","37.84495","-93.1529"
"Vanzant","Missouri","65768","36.92072","-92.26456"
"Verona","Missouri","65769","36.91676","-93.79511"
"Walnut Grove","Missouri","65770","37.42165","-93.5456"
"Walnut Shade","Missouri","65771","36.77484","-93.2042"
"Washburn","Missouri","65772","36.59624","-94.03479"
"Wasola","Missouri","65773","36.75551","-92.51332"
"Weaubleau","Missouri","65774","37.92806","-93.49529"
"West Plains","Missouri","65775","36.6995","-91.85999"
"Moody","Missouri","65777","36.51768","-91.98356"
"Myrtle","Missouri","65778","36.52846","-91.2719"
"Wheatland","Missouri","65779","37.9789","-93.38561"
"Willard","Missouri","65781","37.35035","-93.41778"
"Windyville","Missouri","65783","37.7153","-92.91623"
"Zanoni","Missouri","65784","36.72588","-92.31538"
"Stockton","Missouri","65785","37.70296","-93.82338"
"Macks Creek","Missouri","65786","37.96715","-92.96516"
"Roach","Missouri","65787","38.07306","-92.89213"
"Peace Valley","Missouri","65788","36.81442","-91.69626"
"Pomona","Missouri","65789","36.85719","-91.88968"
"Pottersville","Missouri","65790","36.69784","-92.11326"
"Thayer","Missouri","65791","36.56651","-91.49583"
"Willow Springs","Missouri","65793","36.98975","-91.9787"
"Springfield","Missouri","65801","37.21421","-93.29521"
"Springfield","Missouri","65802","37.21048","-93.35167"
"Springfield","Missouri","65803","37.28464","-93.29036"
"Springfield","Missouri","65804","37.14822","-93.25294"
"Springfield","Missouri","65806","37.20567","-93.29847"
"Springfield","Missouri","65807","37.166","-93.32483"
"Springfield","Missouri","65809","37.17071","-93.1936"
"Springfield","Missouri","65810","37.1174","-93.31707"
"Springfield","Missouri","65897","37.19985","-93.28055"
"Atchison","Kansas","66002","39.5488","-95.13881"
"Baldwin City","Kansas","66006","38.79433","-95.23936"
"Basehor","Kansas","66007","39.1405","-94.94548"
"Bendena","Kansas","66008","39.71283","-95.17564"
"Blue Mound","Kansas","66010","38.09231","-94.98853"
"Bonner Springs","Kansas","66012","39.06091","-94.91658"
"Bucyrus","Kansas","66013","38.73428","-94.68948"
"Centerville","Kansas","66014","38.22305","-94.98371"
"Colony","Kansas","66015","38.06786","-95.40395"
"Cummings","Kansas","66016","39.47038","-95.23158"
"Denton","Kansas","66017","39.70599","-95.27591"
"De Soto","Kansas","66018","38.96524","-94.97232"
"Easton","Kansas","66020","39.34142","-95.10779"
"Edgerton","Kansas","66021","38.75939","-95.00692"
"Effingham","Kansas","66023","39.51375","-95.40005"
"Elwood","Kansas","66024","39.76211","-94.87719"
"Eudora","Kansas","66025","38.89824","-95.07863"
"Fontana","Kansas","66026","38.39047","-94.86056"
"Fort Leavenworth","Kansas","66027","39.36454","-94.91708"
"Gardner","Kansas","66030","38.81519","-94.94114"
"New Century","Kansas","66031","38.82975","-94.89142"
"Garnett","Kansas","66032","38.2806","-95.27237"
"Greeley","Kansas","66033","38.35855","-95.12842"
"Highland","Kansas","66035","39.87693","-95.26054"
"Kincaid","Kansas","66039","38.0987","-95.17011"
"La Cygne","Kansas","66040","38.35396","-94.73949"
"Lancaster","Kansas","66041","39.59618","-95.30623"
"Lane","Kansas","66042","38.43368","-95.08032"
"Lansing","Kansas","66043","39.24967","-94.90193"
"Lawrence","Kansas","66044","39.03187","-95.20991"
"Lawrence","Kansas","66045","38.95408","-95.26078"
"Lawrence","Kansas","66046","38.909","-95.21061"
"Lawrence","Kansas","66047","38.88484","-95.35096"
"Leavenworth","Kansas","66048","39.27891","-94.98527"
"Lawrence","Kansas","66049","38.97773","-95.34729"
"Lecompton","Kansas","66050","39.01961","-95.43697"
"Linwood","Kansas","66052","39.00998","-95.04678"
"Louisburg","Kansas","66053","38.57753","-94.67029"
"McLouth","Kansas","66054","39.2055","-95.19518"
"Mound City","Kansas","66056","38.1509","-94.84705"
"Muscotah","Kansas","66058","39.54018","-95.51894"
"Nortonville","Kansas","66060","39.41866","-95.3325"
"Olathe","Kansas","66061","38.89633","-94.88029"
"Olathe","Kansas","66062","38.83677","-94.78455"
"Osawatomie","Kansas","66064","38.47829","-94.98688"
"Oskaloosa","Kansas","66066","39.20359","-95.33142"
"Ottawa","Kansas","66067","38.61877","-95.27566"
"Ozawkie","Kansas","66070","39.21135","-95.45132"
"Paola","Kansas","66071","38.57367","-94.86575"
"Parker","Kansas","66072","38.31772","-94.9741"
"Perry","Kansas","66073","39.09208","-95.38144"
"Pleasanton","Kansas","66075","38.20362","-94.69272"
"Pomona","Kansas","66076","38.62811","-95.43917"
"Princeton","Kansas","66078","38.48321","-95.2621"
"Rantoul","Kansas","66079","38.53828","-95.11371"
"Richmond","Kansas","66080","38.4053","-95.25646"
"Spring Hill","Kansas","66083","38.73518","-94.83397"
"Stilwell","Kansas","66085","38.80069","-94.64729"
"Tonganoxie","Kansas","66086","39.11578","-95.08043"
"Troy","Kansas","66087","39.80641","-95.1378"
"Valley Falls","Kansas","66088","39.3416","-95.4563"
"Wathena","Kansas","66090","39.78391","-94.97041"
"Welda","Kansas","66091","38.16952","-95.32701"
"Wellsville","Kansas","66092","38.69305","-95.10548"
"Westphalia","Kansas","66093","38.21003","-95.49771"
"White Cloud","Kansas","66094","39.95912","-95.34298"
"Williamsburg","Kansas","66095","38.44631","-95.43015"
"Winchester","Kansas","66097","39.32966","-95.23992"
"Kansas City","Kansas","66101","39.11871","-94.62592"
"Kansas City","Kansas","66102","39.11246","-94.68842"
"Kansas City","Kansas","66103","39.06045","-94.62707"
"Kansas City","Kansas","66104","39.15043","-94.68861"
"Kansas City","Kansas","66105","39.08593","-94.63646"
"Kansas City","Kansas","66106","39.06631","-94.70384"
"Kansas City","Kansas","66109","39.16367","-94.8283"
"Kansas City","Kansas","66111","39.08529","-94.79621"
"Kansas City","Kansas","66112","39.11494","-94.7701"
"Kansas City","Kansas","66115","39.14402","-94.61104"
"Kansas City","Kansas","66118","39.09946","-94.61348"
"Kansas City","Kansas","66160","39.05576","-94.60963"
"Mission","Kansas","66202","39.02392","-94.66909"
"Shawnee","Kansas","66203","39.0216","-94.70558"
"Overland Park","Kansas","66204","38.99282","-94.67741"
"Mission","Kansas","66205","39.03122","-94.6307"
"Leawood","Kansas","66206","38.95851","-94.61923"
"Overland Park","Kansas","66207","38.95625","-94.64439"
"Prairie Village","Kansas","66208","38.99936","-94.62998"
"Leawood","Kansas","66209","38.89874","-94.63778"
"Overland Park","Kansas","66210","38.92372","-94.70483"
"Leawood","Kansas","66211","38.92422","-94.6363"
"Overland Park","Kansas","66212","38.9563","-94.68154"
"Overland Park","Kansas","66213","38.89885","-94.70517"
"Overland Park","Kansas","66214","38.96356","-94.71397"
"Lenexa","Kansas","66215","38.95649","-94.74304"
"Shawnee","Kansas","66216","39.01405","-94.74136"
"Shawnee","Kansas","66217","39.01148","-94.77741"
"Shawnee","Kansas","66218","39.01239","-94.81647"
"Lenexa","Kansas","66219","38.95124","-94.77807"
"Lenexa","Kansas","66220","38.96187","-94.8218"
"Overland Park","Kansas","66221","38.84786","-94.71437"
"Overland Park","Kansas","66223","38.86176","-94.66831"
"Overland Park","Kansas","66224","38.86213","-94.62866"
"Shawnee","Kansas","66226","39.03039","-94.8603"
"Lenexa","Kansas","66227","38.97248","-94.87446"
"Overland Park","Kansas","66251","38.91712","-94.65891"
"Alma","Kansas","66401","38.96894","-96.30539"
"Auburn","Kansas","66402","38.91782","-95.84926"
"Axtell","Kansas","66403","39.89424","-96.27166"
"Baileyville","Kansas","66404","39.86786","-96.17804"
"Beattie","Kansas","66406","39.8927","-96.42014"
"Belvue","Kansas","66407","39.22517","-96.19218"
"Bern","Kansas","66408","39.95306","-95.97607"
"Berryton","Kansas","66409","38.92508","-95.55589"
"Blue Rapids","Kansas","66411","39.64083","-96.63948"
"Bremen","Kansas","66412","39.90837","-96.77794"
"Burlingame","Kansas","66413","38.77375","-95.88305"
"Carbondale","Kansas","66414","38.82631","-95.68563"
"Centralia","Kansas","66415","39.69193","-96.14381"
"Circleville","Kansas","66416","39.52944","-95.86353"
"Corning","Kansas","66417","39.65524","-96.03824"
"Delia","Kansas","66418","39.28861","-95.93528"
"Denison","Kansas","66419","39.35643","-95.59908"
"Emmett","Kansas","66422","39.33317","-96.08496"
"Eskridge","Kansas","66423","38.8492","-96.12934"
"Everest","Kansas","66424","39.67789","-95.40072"
"Fairview","Kansas","66425","39.81099","-95.72225"
"Frankfort","Kansas","66427","39.66261","-96.449"
"Goff","Kansas","66428","39.67687","-95.92504"
"Grantville","Kansas","66429","39.0989","-95.53725"
"Harveyville","Kansas","66431","38.80851","-96.00241"
"Havensville","Kansas","66432","39.48768","-96.07348"
"Hiawatha","Kansas","66434","39.86731","-95.54679"
"Holton","Kansas","66436","39.4655","-95.70278"
"Home","Kansas","66438","39.83335","-96.50165"
"Horton","Kansas","66439","39.65518","-95.54327"
"Hoyt","Kansas","66440","39.26326","-95.68168"
"Junction City","Kansas","66441","38.98199","-96.80289"
"Fort Riley","Kansas","66442","39.09302","-96.78963"
"Leonardville","Kansas","66449","39.38833","-96.86007"
"Lyndon","Kansas","66451","38.60841","-95.67236"
"McFarland","Kansas","66501","39.05279","-96.23688"
"Manhattan","Kansas","66502","39.14146","-96.52906"
"Manhattan","Kansas","66503","39.26287","-96.68663"
"Manhattan","Kansas","66506","39.19596","-96.58148"
"Maple Hill","Kansas","66507","39.04712","-96.03942"
"Marysville","Kansas","66508","39.85803","-96.64287"
"Mayetta","Kansas","66509","39.33239","-95.78097"
"Melvern","Kansas","66510","38.49297","-95.6104"
"Meriden","Kansas","66512","39.20255","-95.54701"
"Milford","Kansas","66514","39.12635","-96.87826"
"Morrill","Kansas","66515","39.94181","-95.70681"
"Netawaka","Kansas","66516","39.62193","-95.7195"
"Ogden","Kansas","66517","39.11253","-96.70465"
"Oketo","Kansas","66518","39.97008","-96.55533"
"Olsburg","Kansas","66520","39.40963","-96.61617"
"Onaga","Kansas","66521","39.47668","-96.22128"
"Oneida","Kansas","66522","39.86609","-95.93826"
"Osage City","Kansas","66523","38.60993","-95.83791"
"Overbrook","Kansas","66524","38.78948","-95.50695"
"Paxico","Kansas","66526","39.06349","-96.15567"
"Powhattan","Kansas","66527","39.74499","-95.67744"
"Quenemo","Kansas","66528","38.59711","-95.5344"
"Riley","Kansas","66531","39.31146","-96.83416"
"Robinson","Kansas","66532","39.82656","-95.37597"
"Rossville","Kansas","66533","39.16097","-95.95045"
"Sabetha","Kansas","66534","39.87782","-95.83635"
"Saint George","Kansas","66535","39.26169","-96.43896"
"Saint Marys","Kansas","66536","39.2247","-96.07396"
"Scranton","Kansas","66537","38.75118","-95.72255"
"Seneca","Kansas","66538","39.84942","-96.04591"
"Silver Lake","Kansas","66539","39.14937","-95.84707"
"Soldier","Kansas","66540","39.48484","-95.97332"
"Summerfield","Kansas","66541","39.97891","-96.34781"
"Tecumseh","Kansas","66542","39.01273","-95.54442"
"Vassar","Kansas","66543","38.64175","-95.60029"
"Vermillion","Kansas","66544","39.68807","-96.27783"
"Wakarusa","Kansas","66546","38.8941","-95.72589"
"Wamego","Kansas","66547","39.23469","-96.30384"
"Waterville","Kansas","66548","39.67551","-96.76146"
"Westmoreland","Kansas","66549","39.42978","-96.43045"
"Wetmore","Kansas","66550","39.65537","-95.82113"
"Whiting","Kansas","66552","39.58736","-95.621"
"Randolph","Kansas","66554","39.48899","-96.78445"
"Topeka","Kansas","66603","39.05742","-95.67539"
"Topeka","Kansas","66604","39.03875","-95.72623"
"Topeka","Kansas","66605","39.01167","-95.63283"
"Topeka","Kansas","66606","39.06191","-95.72296"
"Topeka","Kansas","66607","39.0422","-95.63502"
"Topeka","Kansas","66608","39.07984","-95.66708"
"Topeka","Kansas","66609","38.98193","-95.66974"
"Topeka","Kansas","66610","38.97277","-95.84718"
"Topeka","Kansas","66611","39.01526","-95.69601"
"Topeka","Kansas","66612","39.04026","-95.68037"
"Topeka","Kansas","66614","39.01362","-95.84115"
"Topeka","Kansas","66615","39.05214","-95.89491"
"Topeka","Kansas","66616","39.06845","-95.62388"
"Topeka","Kansas","66617","39.13876","-95.625"
"Topeka","Kansas","66618","39.14188","-95.74997"
"Topeka","Kansas","66619","38.94661","-95.68993"
"Topeka","Kansas","66621","39.03313","-95.70237"
"Topeka","Kansas","66622","39.02631","-95.72231"
"Fort Scott","Kansas","66701","37.82862","-94.75999"
"Altoona","Kansas","66710","37.55301","-95.63104"
"Arcadia","Kansas","66711","37.63974","-94.691"
"Arma","Kansas","66712","37.5636","-94.71657"
"Baxter Springs","Kansas","66713","37.03323","-94.78637"
"Benedict","Kansas","66714","37.63369","-95.70484"
"Bronson","Kansas","66716","37.93923","-95.04001"
"Buffalo","Kansas","66717","37.69671","-95.68672"
"Chanute","Kansas","66720","37.64631","-95.459"
"Cherokee","Kansas","66724","37.34891","-94.86333"
"Columbus","Kansas","66725","37.15906","-94.88892"
"Elsmore","Kansas","66732","37.80097","-95.1947"
"Erie","Kansas","66733","37.59014","-95.25282"
"Farlington","Kansas","66734","37.61534","-94.82172"
"Franklin","Kansas","66735","37.52091","-94.71313"
"Fredonia","Kansas","66736","37.55335","-95.86381"
"Fulton","Kansas","66738","38.01473","-94.7162"
"Galena","Kansas","66739","37.12084","-94.66595"
"Galesburg","Kansas","66740","37.4621","-95.36641"
"Garland","Kansas","66741","37.71745","-94.66467"
"Gas","Kansas","66742","37.92023","-95.34755"
"Girard","Kansas","66743","37.50551","-94.88786"
"Hepler","Kansas","66746","37.6708","-94.95317"
"Humboldt","Kansas","66748","37.79882","-95.43577"
"Iola","Kansas","66749","37.93597","-95.41069"
"La Harpe","Kansas","66751","37.93421","-95.28466"
"McCune","Kansas","66753","37.36529","-95.01444"
"Mapleton","Kansas","66754","38.00377","-94.88848"
"Moran","Kansas","66755","37.91211","-95.16727"
"Mulberry","Kansas","66756","37.53928","-94.64869"
"Neodesha","Kansas","66757","37.41602","-95.69874"
"Neosho Falls","Kansas","66758","38.01862","-95.59602"
"Opolis","Kansas","66760","37.34487","-94.6245"
"Piqua","Kansas","66761","37.91469","-95.56694"
"Pittsburg","Kansas","66762","37.39443","-94.71092"
"Frontenac","Kansas","66763","37.46063","-94.6965"
"Prescott","Kansas","66767","38.07741","-94.71159"
"Redfield","Kansas","66769","37.85317","-94.89379"
"Riverton","Kansas","66770","37.08014","-94.71601"
"Saint Paul","Kansas","66771","37.49211","-95.14883"
"Savonburg","Kansas","66772","37.74559","-95.18813"
"Scammon","Kansas","66773","37.26599","-94.81262"
"Stark","Kansas","66775","37.69957","-95.14855"
"Thayer","Kansas","66776","37.46848","-95.48893"
"Toronto","Kansas","66777","37.79087","-95.9684"
"Treece","Kansas","66778","37.00048","-94.839"
"Uniontown","Kansas","66779","37.83751","-94.97867"
"Walnut","Kansas","66780","37.60895","-95.05881"
"Weir","Kansas","66781","37.29114","-94.72806"
"West Mineral","Kansas","66782","37.28493","-94.92609"
"Yates Center","Kansas","66783","37.87682","-95.73322"
"Emporia","Kansas","66801","38.41105","-96.2221"
"Admire","Kansas","66830","38.59733","-96.08755"
"Allen","Kansas","66833","38.67694","-96.18374"
"Alta Vista","Kansas","66834","38.86528","-96.44822"
"Americus","Kansas","66835","38.53458","-96.26266"
"Burdick","Kansas","66838","38.56207","-96.79665"
"Burlington","Kansas","66839","38.21655","-95.75371"
"Burns","Kansas","66840","38.07283","-96.8719"
"Cassoday","Kansas","66842","38.0236","-96.65836"
"Cedar Point","Kansas","66843","38.22846","-96.74329"
"Cottonwood Falls","Kansas","66845","38.29546","-96.50762"
"Council Grove","Kansas","66846","38.64383","-96.47187"
"Dwight","Kansas","66849","38.87427","-96.59789"
"Elmdale","Kansas","66850","38.40648","-96.71764"
"Florence","Kansas","66851","38.22463","-96.92084"
"Gridley","Kansas","66852","38.0716","-95.89874"
"Hamilton","Kansas","66853","38.00653","-96.24232"
"Hartford","Kansas","66854","38.25872","-95.98735"
"Lebo","Kansas","66856","38.39853","-95.81838"
"Le Roy","Kansas","66857","38.10202","-95.63526"
"Lincolnville","Kansas","66858","38.47462","-96.9207"
"Lost Springs","Kansas","66859","38.55653","-96.96315"
"Madison","Kansas","66860","38.12775","-96.1652"
"Marion","Kansas","66861","38.36415","-97.00617"
"Matfield Green","Kansas","66862","38.15532","-96.55403"
"Neal","Kansas","66863","37.83368","-96.07633"
"Neosho Rapids","Kansas","66864","38.36132","-95.98207"
"Olpe","Kansas","66865","38.2181","-96.27993"
"Peabody","Kansas","66866","38.17438","-97.10385"
"Reading","Kansas","66868","38.54284","-95.98387"
"Strong City","Kansas","66869","38.4548","-96.54444"
"Virgil","Kansas","66870","37.93809","-95.99316"
"Waverly","Kansas","66871","38.35941","-95.61815"
"White City","Kansas","66872","38.79878","-96.76147"
"Wilsey","Kansas","66873","38.61747","-96.66774"
"Concordia","Kansas","66901","39.55618","-97.64317"
"Agenda","Kansas","66930","39.71137","-97.48553"
"Athol","Kansas","66932","39.77925","-98.93227"
"Barnes","Kansas","66933","39.67124","-96.86706"
"Belleville","Kansas","66935","39.82694","-97.63538"
"Burr Oak","Kansas","66936","39.9213","-98.30091"
"Clifton","Kansas","66937","39.58959","-97.26493"
"Clyde","Kansas","66938","39.58018","-97.41081"
"Courtland","Kansas","66939","39.85179","-97.89754"
"Cuba","Kansas","66940","39.80343","-97.45381"
"Esbon","Kansas","66941","39.83135","-98.44777"
"Formoso","Kansas","66942","39.79278","-98.00448"
"Greenleaf","Kansas","66943","39.67209","-96.97313"
"Haddam","Kansas","66944","39.84007","-97.29354"
"Hanover","Kansas","66945","39.88601","-96.87761"
"Hollenberg","Kansas","66946","39.96684","-97.00192"
"Jamestown","Kansas","66948","39.59743","-97.85141"
"Jewell","Kansas","66949","39.646","-98.19755"
"Kensington","Kansas","66951","39.86239","-99.03072"
"Lebanon","Kansas","66952","39.84269","-98.60214"
"Linn","Kansas","66953","39.67877","-97.11934"
"Mahaska","Kansas","66955","39.97984","-97.31715"
"Mankato","Kansas","66956","39.79625","-98.21581"
"Morrowville","Kansas","66958","39.88657","-97.1787"
"Munden","Kansas","66959","39.92276","-97.53551"
"Narka","Kansas","66960","39.93042","-97.42134"
"Norway","Kansas","66961","39.69337","-97.77559"
"Palmer","Kansas","66962","39.59928","-97.12547"
"Randall","Kansas","66963","39.64133","-98.01064"
"Republic","Kansas","66964","39.93465","-97.80004"
"Scandia","Kansas","66966","39.7793","-97.76206"
"Smith Center","Kansas","66967","39.82571","-98.79366"
"Washington","Kansas","66968","39.8294","-97.06524"
"Webber","Kansas","66970","39.94533","-98.02336"
"Andale","Kansas","67001","37.76069","-97.62953"
"Andover","Kansas","67002","37.69575","-97.10725"
"Anthony","Kansas","67003","37.1109","-98.06319"
"Argonia","Kansas","67004","37.28317","-97.76401"
"Arkansas City","Kansas","67005","37.06722","-96.99645"
"Atlanta","Kansas","67008","37.47796","-96.76983"
"Attica","Kansas","67009","37.22153","-98.26369"
"Augusta","Kansas","67010","37.66099","-96.97388"
"Beaumont","Kansas","67012","37.66175","-96.54701"
"Belle Plaine","Kansas","67013","37.37904","-97.27378"
"Bentley","Kansas","67016","37.88882","-97.51812"
"Benton","Kansas","67017","37.82778","-97.11165"
"Bluff City","Kansas","67018","37.07108","-97.85872"
"Burden","Kansas","67019","37.31225","-96.78174"
"Burrton","Kansas","67020","38.00881","-97.66903"
"Byers","Kansas","67021","37.77615","-98.91045"
"Caldwell","Kansas","67022","37.07352","-97.63347"
"Cambridge","Kansas","67023","37.33467","-96.61288"
"Cedar Vale","Kansas","67024","37.11397","-96.49164"
"Cheney","Kansas","67025","37.64146","-97.78789"
"Clearwater","Kansas","67026","37.51047","-97.49239"
"Coats","Kansas","67028","37.47226","-98.96561"
"Coldwater","Kansas","67029","37.16925","-99.28026"
"Colwich","Kansas","67030","37.78548","-97.54661"
"Conway Springs","Kansas","67031","37.40444","-97.63848"
"Cunningham","Kansas","67035","37.64845","-98.39338"
"Danville","Kansas","67036","37.28987","-97.88262"
"Derby","Kansas","67037","37.56646","-97.22095"
"Dexter","Kansas","67038","37.11702","-96.70905"
"Douglass","Kansas","67039","37.52163","-96.97322"
"Elbing","Kansas","67041","38.05404","-97.12755"
"El Dorado","Kansas","67042","37.84868","-96.79809"
"Eureka","Kansas","67045","37.85131","-96.33863"
"Fall River","Kansas","67047","37.63921","-96.05327"
"Freeport","Kansas","67049","37.17059","-97.84646"
"Garden Plain","Kansas","67050","37.675","-97.6769"
"Geuda Springs","Kansas","67051","37.08932","-97.19399"
"Goddard","Kansas","67052","37.65812","-97.57357"
"Goessel","Kansas","67053","38.24728","-97.34545"
"Greensburg","Kansas","67054","37.57658","-99.31884"
"Greenwich","Kansas","67055","37.78325","-97.2037"
"Halstead","Kansas","67056","38.01936","-97.52345"
"Hardtner","Kansas","67057","37.05954","-98.77864"
"Harper","Kansas","67058","37.32006","-98.06493"
"Haviland","Kansas","67059","37.65102","-99.10046"
"Haysville","Kansas","67060","37.54601","-97.35952"
"Hazelton","Kansas","67061","37.08593","-98.37673"
"Hesston","Kansas","67062","38.1431","-97.43296"
"Hillsboro","Kansas","67063","38.34244","-97.23019"
"Isabel","Kansas","67065","37.48295","-98.52989"
"Iuka","Kansas","67066","37.77374","-98.75798"
"Kechi","Kansas","67067","37.7951","-97.27044"
"Kingman","Kansas","67068","37.61991","-98.11473"
"Kiowa","Kansas","67070","37.0696","-98.53204"
"Lake City","Kansas","67071","37.21423","-98.88522"
"Latham","Kansas","67072","37.5445","-96.61632"
"Lehigh","Kansas","67073","38.39167","-97.32624"
"Leon","Kansas","67074","37.67038","-96.72945"
"Maize","Kansas","67101","37.78489","-97.46356"
"Maple City","Kansas","67102","37.03857","-96.78839"
"Mayfield","Kansas","67103","37.26439","-97.55977"
"Medicine Lodge","Kansas","67104","37.27286","-98.65223"
"Milan","Kansas","67105","37.22001","-97.67825"
"Milton","Kansas","67106","37.46335","-97.75804"
"Moundridge","Kansas","67107","38.19496","-97.53911"
"Mount Hope","Kansas","67108","37.81428","-97.68621"
"Mullinville","Kansas","67109","37.56448","-99.47914"
"Mulvane","Kansas","67110","37.47022","-97.22425"
"Murdock","Kansas","67111","37.6151","-97.93453"
"Nashville","Kansas","67112","37.44915","-98.41941"
"Newton","Kansas","67114","38.07034","-97.28359"
"North Newton","Kansas","67117","38.07416","-97.34544"
"Norwich","Kansas","67118","37.47829","-97.8605"
"Oxford","Kansas","67119","37.24202","-97.18152"
"Peck","Kansas","67120","37.46591","-97.37592"
"Piedmont","Kansas","67122","37.62015","-96.42392"
"Potwin","Kansas","67123","37.94676","-96.99352"
"Pratt","Kansas","67124","37.63644","-98.77236"
"Protection","Kansas","67127","37.16009","-99.49057"
